numeric_discrete,numeric_continuous,ordinal,categorical
7,32.4215655060069,3,D
1,55.89503049877248,3,C
10,21.611596692168064,2,D
6,39.70637310011362,2,C
7,65.75137321087911,1,B
7,43.13340790826682,5,A
10,44.88414794793702,1,D
9,62.73665054130438,4,B
10,42.071363949276815,3,C
6,57.63438181389476,2,D
4,61.741881650593214,5,A
